epoch,train_loss,val_rmse,recall@5,recall@10,recall@20,recall@50,ndcg@5,ndcg@10,ndcg@20,ndcg@50
0,0.6880462299119557,3.472804608773713,0.015251844717085988,0.020688380218680965,0.029155623299806574,0.05003876229583929,0.04536429843856562,0.0383392289910905,0.0364578380895624,0.04154950405074778
1,0.6710412111503399,3.4497732885595433,0.02366637239737852,0.030208052584999003,0.040934772447959164,0.06878623130228163,0.07052625912154496,0.05778482490395969,0.05315235747938336,0.05963965230614349
2,0.6571405795236297,3.4208075244556557,0.026160597152434423,0.03529356835399616,0.04835895565782868,0.07724931558600118,0.0743533789325714,0.06273657785744802,0.05858038995776471,0.0650597543411591
3,0.6421265692900349,3.3833802444047327,0.02658549289081478,0.03917511304067271,0.05350976982223545,0.08470763565487768,0.07402250898263277,0.06622975696105272,0.06255506735191846,0.06926969561790151
4,0.6285859932173167,3.338720189165758,0.027211337751261756,0.04024715648171806,0.05493591829333665,0.08901267111435186,0.07510031318935093,0.06698574662139822,0.06323447183973673,0.07133826256128302
5,0.6163107782010211,3.289116619443284,0.02791760974583469,0.039872302075089266,0.05477058138573758,0.0905328323056971,0.07595838637549429,0.06668469249464516,0.06315164686175324,0.07210572387154753
6,0.6101176174271186,3.235665227618357,0.02718158355803071,0.039104048020270815,0.056960788572632946,0.09557691769504609,0.07493294389231414,0.06591241939302432,0.06443095622393917,0.07435447185450432
7,0.5986173083450621,3.1851839213312982,0.026838670358269066,0.038359765090093416,0.0609030680478846,0.1021361052188812,0.07398676815783733,0.0654002214831248,0.06666498531540554,0.07771495436669484
8,0.5959020191470519,3.1462309026531816,0.027464346105577176,0.043371844864655285,0.06379422841536755,0.10836682645903513,0.07573165600706445,0.07058120368254507,0.06973527106320059,0.08209158416962882
9,0.573435163813711,3.112366348717307,0.028719277144103654,0.046156675608161515,0.06550031129056773,0.11501691082735424,0.07768963468675726,0.07394614864381788,0.07184290099812535,0.08612233051723964
10,0.5600981592342553,3.0733003638604353,0.0289834536970491,0.04760201937296547,0.06798162614666813,0.12231871628043914,0.07916230280193055,0.07614109839316852,0.0743563526559579,0.09013078001236366
11,0.5543064665320693,3.0277614712305443,0.028720447653689658,0.048000368543109476,0.07300993571160516,0.12942096821868707,0.07935307163204273,0.07724535109009349,0.07789844702170091,0.09413919992585698
12,0.5359216075069857,2.9819620611166004,0.028662723536259357,0.04862362513203076,0.07761106268191056,0.13917802176637453,0.07829422905632386,0.07731375907941668,0.08027488977821763,0.09867420359629611
13,0.5355620696055179,2.9445509957405354,0.028612771350286323,0.04937411698456617,0.08095434063346556,0.14523308175012015,0.07671872888868071,0.07698397396152269,0.08213400242295239,0.101273761558144
14,0.5162290363911761,2.9049511742910767,0.028220117732206326,0.050283190030332436,0.08294962552688008,0.15205442090372928,0.07535363892837421,0.07764061640560235,0.0834257300575845,0.10474032379318363
15,0.5038501348716534,2.856733932075512,0.02798726368601398,0.051461598345611884,0.0846615929472263,0.15857200095947435,0.07477210053804818,0.07807670787127029,0.08436373899099703,0.10781019989503507
16,0.48919434571108283,2.8073483994783683,0.028387563101895663,0.05088674471334859,0.0868420125367951,0.16419687378610764,0.07543485664741341,0.0778921376716091,0.08557622434835242,0.1106087367694648
17,0.4965452395527568,2.7678015837038323,0.02839868683338932,0.04963550859162475,0.08835826857112723,0.17104471818595607,0.07660355985789083,0.07732448527884174,0.08645087011104707,0.1138148991320164
18,0.4780254495854409,2.7328703851770833,0.02872110941880966,0.050261253242746946,0.09003127112005738,0.17941197716710267,0.07811514098402683,0.07859883613769456,0.08751526749877796,0.1178678180839657
19,0.46064222226079726,2.6951344795339915,0.02853840850851726,0.05108393387458009,0.09110266036392588,0.1821775267151238,0.07943131581941205,0.08021140164435514,0.08897867022136485,0.11983837364781827
20,0.4526892813230982,2.662761110397599,0.02822437869067497,0.05111277134020551,0.09226575510950923,0.1817144196965531,0.07994551451498007,0.08048003002263486,0.08989814122279444,0.12015867025958643
21,0.4453782807912258,2.627487627590627,0.02854115165737923,0.05135206293982138,0.09222756633625202,0.1806699445042722,0.07982132252890141,0.08085390669311635,0.09030550639302688,0.1202088542011613
22,0.44117375549101673,2.58783763254181,0.028730967684632215,0.051894741186899095,0.09340800253293591,0.18291312354538708,0.07956943886987107,0.08109252222653361,0.09124275707112929,0.12158283125704983
23,0.4404018419862583,2.549727091551251,0.028758073307238917,0.052110256686906005,0.093741216207422,0.18692154095394592,0.07781396392408634,0.08069971142710926,0.09112578143473744,0.12266870014476396
24,0.4308766549786195,2.528496143295055,0.028602220436543636,0.05151262058928002,0.09360590122811599,0.18897557802782547,0.07803735810399758,0.08007820840195608,0.09083697766284353,0.1231811394401522
25,0.41371036361384866,2.506033441930783,0.0284815729498901,0.050036519983126596,0.09218891614774713,0.1900147979788374,0.07882764438202504,0.07907244222167398,0.09041748969068478,0.12357636244141876
26,0.4098843444656852,2.477873927653516,0.027582804791845744,0.05063781346109685,0.09309196677882636,0.18916750111422614,0.07788699128038498,0.08005682481901026,0.09126674005547382,0.12382422705260274
27,0.42067130697484045,2.4573519701321893,0.02692538116346163,0.05028988242546086,0.09384794673931009,0.18942260365617972,0.0780294499401599,0.07996047197004368,0.0917426573658747,0.12374558423938373
28,0.4039640977682657,2.445539016293979,0.027157950240936347,0.05092564567674193,0.09573372302656863,0.18802983960945377,0.07756162808744003,0.08041149423781639,0.09260421911366344,0.1235206104850018
29,0.3977807467741682,2.4291606891823156,0.02729633074446474,0.05242616638247191,0.09715248359143955,0.18535136056011264,0.07622426394881578,0.08067192748492923,0.09261244745972719,0.12195115037617144
30,0.39955567792551405,2.4129342108003295,0.027869942034581707,0.05196115754322837,0.09660195955608286,0.18452539894982417,0.0774852373958669,0.079997438217026,0.0925554467575629,0.12163497643423014
31,0.39160692758907545,2.391838032471322,0.02912903758709942,0.05414935157388688,0.09765529106914152,0.18618342375506106,0.07970515008295734,0.08271154647073643,0.09413929282941941,0.12314426955196418
32,0.38774005162794856,2.371354999568131,0.02983192067072032,0.05487433641454598,0.09832185826498424,0.18774800158767274,0.08241315094441284,0.08448492151141215,0.09536910639701732,0.12445037138333095
33,0.3936208868658306,2.3567547253723875,0.029526553387185336,0.054981549124710496,0.09661920555059471,0.18851362698906188,0.08337794791506285,0.08510523828803045,0.09475526158061895,0.12516965064970947
34,0.3813624299125166,2.33886285519816,0.029539985277136586,0.052022514323984394,0.09460754248254914,0.19131683717312092,0.08360788901658521,0.0826859205571217,0.09309487592188292,0.12588267619880775
35,0.3711671737250903,2.3267938670333157,0.0297774044854766,0.049663951765416034,0.09199819174308128,0.190227576853787,0.08376445012694057,0.08070327316423682,0.0908221238672316,0.12465960902009042
36,0.378211778757588,2.31079391561361,0.029765916571346956,0.050599481831146556,0.09312291133862777,0.19050501685044605,0.08343836872490096,0.08163736824080461,0.09119200110329066,0.12454964872101057
37,0.37723263513962957,2.2942912080906104,0.029365911000399172,0.05329957649384031,0.0959585307984005,0.18974766301017243,0.08290781238563522,0.08337174671086504,0.09326226474847751,0.12486865523008225
38,0.37124170068873474,2.287553467265519,0.02921936539722022,0.05356455454882545,0.09671683408496037,0.19027510468815195,0.08228765924934046,0.08369947069119937,0.09412090053918955,0.1256290831982431
39,0.3750129948388662,2.2801605796823923,0.029610984651495736,0.05493299482277573,0.09772068146033636,0.19045711769171644,0.08314591154816382,0.08430773577598666,0.09493187861336147,0.12591768818028612
40,0.36275081034527706,2.2711039723032913,0.029271433603894517,0.054505022364594216,0.09741132854586339,0.18933300926633095,0.0820084609271311,0.08402424311162779,0.09458139421360826,0.12539053981051668
41,0.35796327306734804,2.2603245578663875,0.029075128183531952,0.054920691633221656,0.09868853648021716,0.18741566646749913,0.08185563195317241,0.08470919786867073,0.09549684647846743,0.1247085176378237
42,0.36076321633446296,2.2478455530112615,0.03097144244109586,0.054956754685598484,0.09819187592833349,0.18813667124484112,0.08429217237136409,0.08564679238285328,0.09565983461102696,0.1252905688566918
43,0.3492074163544257,2.2354684610451776,0.031653309801474655,0.05567686253051103,0.09654484171402981,0.19040967603323802,0.0854656830861409,0.08616230123788701,0.09458090452633768,0.12626334907805037
44,0.36904351936270857,2.2332598883835164,0.030170162327559116,0.05357259922300107,0.09445479287975152,0.191466212276374,0.08518221105439051,0.08470966890775514,0.09330602480889598,0.12630484769056002
45,0.36799154802663436,2.234269636801703,0.029736343274675385,0.05146395219373288,0.09321247001942105,0.1918878330469017,0.0846940513881657,0.08313408127883337,0.09240240169399083,0.12603523861832627
46,0.36218973465313187,2.2311945872570966,0.029303785373739306,0.05217930971588534,0.09561219554302067,0.19275731882773542,0.08454091491053273,0.08310384477888648,0.09367000081055091,0.12640334154083313
47,0.3628547548853009,2.2342125787392613,0.0304804187501116,0.053047910231657246,0.09831235424975882,0.19168138605854157,0.08473812098623323,0.08427781088547281,0.09555428996493306,0.1264322953105755
48,0.3514185196121797,2.2275682089616815,0.03058000795440319,0.053862326061352994,0.09958821852563689,0.19195717331697976,0.08471366515116466,0.08515074738846651,0.09650461939433766,0.12679067357998933
49,0.3553863631179001,2.2240079592994353,0.02983757182426401,0.05401588254659,0.09976677538165181,0.19417304973438312,0.08397790183064233,0.08499069450415851,0.09696493464852897,0.12766415650302707
