epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,rmse,recall@5,ndcg@5,recall@10,ndcg@10,recall@20,ndcg@20,recall@50,ndcg@50
1,9.67309881378177e-06,9.67309881378177e-06,99.00758338371404,1.2843541044675792,0.1366666666666667,0.0832362958247813,0.15666666666666665,0.08990296249144797,0.23666666666666664,0.10896448669252128,0.39,0.141544132019358
2,9.924876543672825e-06,1.9597975357454595e-05,76.70739306499955,1.3479018590936127,0.17666666666666664,0.11820041429240785,0.235,0.14042923602448035,0.33666666666666667,0.1678238079050587,0.45833333333333326,0.1943955745513158
3,9.784971630234649e-06,2.9382946987689245e-05,67.35575821274527,1.423418891057849,0.13,0.0891057182152037,0.24166666666666664,0.12817348670488626,0.3883333333333333,0.16950410795841292,0.5116666666666667,0.19728013803978597
4,9.657546229501476e-06,3.904049321719072e-05,64.3311918700703,1.4657156397055304,0.1,0.06526355568343256,0.14666666666666667,0.08244660680085003,0.25566666666666665,0.11335014933407596,0.522,0.16942511419377315
5,9.557479574499465e-06,4.859797279169019e-05,63.24567179856929,1.483962408182548,0.2333333333333333,0.1455042419189699,0.3466666666666666,0.18417079190565752,0.42666666666666664,0.20472896135766233,0.6766666666666665,0.2572269623287479
6,9.31145484973845e-06,5.7909427641428634e-05,62.61109951180472,1.4992712041208276,0.09,0.06386852807234542,0.24666666666666667,0.1190249151540592,0.39666666666666667,0.1585423692461588,0.5433333333333333,0.18904372814632098
7,9.32638424662626e-06,6.723581188805489e-05,62.41590855460466,1.5142111044135758,0.1733333333333333,0.10778777900089889,0.2633333333333333,0.13864295611784916,0.3633333333333333,0.16599783925489908,0.5633333333333332,0.20707898845153683
8,9.308837046385385e-06,7.654464893444027e-05,62.223952128548326,1.512213130543693,0.16,0.10866783202423594,0.21,0.126003428168744,0.325,0.15941488639749157,0.4916666666666667,0.19691194623282837
9,9.552408408586712e-06,8.609705734302699e-05,62.0385796404068,1.5287255706016298,0.235,0.1919080970228966,0.3183333333333333,0.21894521973607173,0.4733333333333333,0.263810717434654,0.6373333333333333,0.30324922803274634
10,9.549059674771797e-06,9.564611701779878e-05,61.88758641046385,1.5185905022893251,0.12666666666666665,0.09328046813337482,0.19,0.11646167191481417,0.447,0.1850981831916323,0.5036666666666667,0.19787638756419354
11,9.453363732779177e-06,0.00010509948075057796,61.795977017333044,1.5265679126839862,0.20066666666666666,0.12791697211193623,0.29133333333333333,0.15976002284826923,0.42200000000000004,0.19466396094947483,0.5820000000000001,0.22729562380637153
12,9.298614886834356e-06,0.00011439809563741231,61.69157956229587,1.5339670133816738,0.15666666666666665,0.11629837147726381,0.26333333333333336,0.1531231099671716,0.38,0.18573964104164298,0.6366666666666666,0.24048313916754718
13,9.658013858515075e-06,0.00012405610949592737,61.56278392874783,1.5395567923342819,0.11333333333333333,0.0921710691414935,0.18833333333333332,0.11942656448990122,0.33333333333333326,0.16181528519309643,0.6,0.21748401543876245
14,9.826105912996703e-06,0.00013388221540892409,61.77747536438223,1.527971370168573,0.11,0.06121327063114123,0.2846666666666667,0.1208688298088309,0.3753333333333333,0.14524362042856653,0.6353333333333333,0.20164035810918712
15,9.479021088964447e-06,0.00014336123649788855,61.56579608404377,1.5409215948489965,0.2933333333333333,0.20957174960220704,0.3683333333333333,0.2364037090062351,0.445,0.25710521932529257,0.5983333333333333,0.2899651253646546
16,9.566472753311041e-06,0.0001529277092511996,61.443725517556246,1.5495235762593773,0.155,0.11533305170484726,0.24166666666666664,0.1462668330136391,0.365,0.18047247558182086,0.5633333333333332,0.22123003929468013
17,9.597213231826954e-06,0.00016252492248302654,61.520955245717694,1.5326787611294375,0.264,0.19567475290577768,0.38299999999999995,0.2355919553492399,0.46299999999999997,0.2569538538175083,0.6779999999999999,0.3037886687983914
18,9.555060335428659e-06,0.0001720799828184552,61.57828918828244,1.5386857716993805,0.19233333333333336,0.11386909744629765,0.289,0.1497793862765677,0.4236666666666667,0.18822456774790575,0.7060000000000001,0.24841029491479613
19,9.555673598050437e-06,0.00018163565641650563,61.49434438649274,1.5425754823920177,0.23399999999999999,0.17063195532085382,0.30066666666666664,0.19237505601796476,0.344,0.2049842295108928,0.48066666666666663,0.2375593944368585
20,9.809541037110282e-06,0.0001914451974536159,61.464941544966265,1.545943943778899,0.16066666666666665,0.0807783565487027,0.24466666666666664,0.1100735131430128,0.3746666666666667,0.14460328766002045,0.5286666666666666,0.178399864802668
21,9.535616726685105e-06,0.000200980814180301,61.40396427345031,1.5455898583384262,0.2533333333333333,0.17998429017956602,0.36166666666666664,0.2178137009202845,0.47833333333333333,0.2488252578783372,0.6233333333333334,0.2780659648344668
22,9.501445969005458e-06,0.00021048226014930646,60.70816250067209,1.5509300930808112,0.14166666666666666,0.08967156611619069,0.23166666666666663,0.12292477121945918,0.31166666666666665,0.1461362774161464,0.5716666666666667,0.2032344623315787
23,9.575842057315186e-06,0.00022005810220662164,60.076764789341965,1.5445066382368062,0.2,0.11908974378619845,0.29833333333333334,0.15465619482250753,0.40333333333333327,0.18373545689278933,0.63,0.23329229603868096
24,9.485446729377618e-06,0.00022954354893599924,58.773794401317794,1.5488267416080792,0.2,0.12948773497189797,0.28,0.15783347111696197,0.4333333333333333,0.20062259239645117,0.6066666666666666,0.23984529624124737
25,9.489817155270135e-06,0.00023903336609126937,56.5332986194254,1.5217719911299252,0.10666666666666666,0.0987930011578118,0.26233333333333336,0.15524497533502415,0.319,0.17009972442151888,0.5973333333333334,0.23149662840306565
26,9.570437529790257e-06,0.00024860380362105964,54.86960079178462,1.4880285351622269,0.056666666666666664,0.041203000670769124,0.10333333333333332,0.05866460461863584,0.255,0.09764677483486713,0.4016666666666666,0.13332731758242977
27,9.535223378178645e-06,0.0002581390269992383,53.36612826456028,1.4595409586951589,0.10166666666666666,0.07024135927163004,0.16166666666666665,0.09077736548194806,0.27166666666666667,0.12081105923487252,0.535,0.1792047018922624
28,9.552912369739369e-06,0.00026769193936897765,51.673465372200354,1.4196199505838134,0.16666666666666669,0.1044673732239418,0.30333333333333334,0.1528845736399601,0.4033333333333334,0.1819357731117291,0.4733333333333334,0.19905476816013468
29,9.531561236075428e-06,0.00027722350060505307,49.769161527196516,1.366496194865287,0.1366666666666667,0.09000928167016684,0.175,0.10483744985753057,0.3116666666666667,0.14137699716274285,0.4683333333333334,0.17469635614860388
30,9.492928004698084e-06,0.00028671642860975116,47.16562932462607,1.3214210716628492,0.08666666666666666,0.05923123191482001,0.17666666666666664,0.08825917554917169,0.29333333333333333,0.11915394742060803,0.5,0.1609773371621671
31,9.53571266779258e-06,0.00029625214127754375,43.98529597342243,1.2839147430346252,0.07833333333333332,0.06436697318060147,0.19833333333333333,0.10777181277452459,0.29,0.13459537865450977,0.4733333333333333,0.17327752171728122
32,9.82860997629928e-06,0.000306080751253843,41.16883289859786,1.2495953805688522,0.098,0.06163403914685709,0.228,0.10579169678299745,0.258,0.11564038391539079,0.3593333333333334,0.1411423702174233
33,1.0303850024975501e-05,0.0003163846012788185,39.17880334988446,1.21896274349591,0.11333333333333333,0.0707857779092956,0.22,0.10535883005813261,0.31666666666666665,0.1340502666193508,0.41,0.15424305880034445
34,9.531578616314324e-06,0.00032591617989513285,37.75752603137691,1.200271454521192,0.18,0.10581090790374588,0.22333333333333336,0.12112080059949289,0.33333333333333337,0.149509242986018,0.5066666666666666,0.1863265111862282
35,9.47090525487074e-06,0.00033538708515000356,36.60144296956276,1.194482770622346,0.045,0.03336255072542235,0.15566666666666668,0.07239336302263243,0.33233333333333337,0.11798770407010042,0.45733333333333337,0.14489457781789816
36,9.293373182242641e-06,0.0003446804583322462,35.86445770556735,1.1862424878317712,0.10666666666666666,0.06876912981441598,0.2333333333333333,0.11224059452014781,0.3506666666666666,0.14507656062816088,0.474,0.17155442845477714
37,9.15215637209204e-06,0.00035383261470433826,35.204343891021686,1.1758512036697208,0.07333333333333333,0.06832362311097462,0.15666666666666665,0.09852576340298139,0.27,0.13092827667948514,0.4766666666666666,0.17430307453829424
38,9.269715472640486e-06,0.00036310233017697877,34.625693063577216,1.1730830524437716,0.06666666666666667,0.04105009387444257,0.12666666666666665,0.06425603082864079,0.2533333333333333,0.0981320337950584,0.4283333333333333,0.13660422167203912
39,9.171079839881118e-06,0.0003722734100168599,34.157106340923626,1.1704507137073705,0.12166666666666666,0.07645684114844262,0.21833333333333332,0.10991178754221557,0.3141666666666667,0.1368900388143395,0.5091666666666668,0.18256121411215073
40,9.129664709377867e-06,0.0003814030747262377,33.45699631938861,1.1771650753372043,0.044000000000000004,0.03879291594639501,0.08066666666666666,0.05179608101165158,0.14466666666666667,0.06961882908215108,0.3353333333333333,0.11263914278301183
41,9.32037901598709e-06,0.00039072345374222483,32.84038047448621,1.1731001227305666,0.04,0.02123212623289701,0.1,0.04119445736934189,0.21666666666666665,0.07330729206162062,0.45,0.12330591708754948
42,9.422500382781761e-06,0.00040014595412500657,32.301396652006765,1.1635847358102156,0.07,0.04335853425059031,0.1383333333333333,0.06960641452995747,0.335,0.12288688142625084,0.47666666666666674,0.15141373498794664
43,9.27006775793453e-06,0.0004094160218829411,31.46217995569129,1.16440840593168,0.10833333333333332,0.07509867781216817,0.14785714285714285,0.09206807935232238,0.2678571428571429,0.12309071373936428,0.42619047619047623,0.15985204002650216
44,9.319172280462745e-06,0.00041873519416340383,30.792309017401195,1.1583694181914486,0.15,0.08582976350550166,0.22,0.10739316802952309,0.34,0.140800745505213,0.5416666666666666,0.18200775140250644
45,1.1513103208531155e-05,0.00043024829737193496,29.948543372746467,1.1556839303612056,0.064,0.041691383100330624,0.19399999999999998,0.08412858222352178,0.294,0.10952579017301499,0.4006666666666666,0.1340508398732925
46,1.2238269751070609e-05,0.0004424865671230056,28.996059552044937,1.1396447712006403,0.05333333333333333,0.05089758983094311,0.08333333333333331,0.06335839180315643,0.2833333333333333,0.11444957819708486,0.474,0.1567429230568992
47,1.1134430093807046e-05,0.0004536209972168126,28.014881717716076,1.1228227818063155,0.09,0.06855731716115389,0.15666666666666668,0.0925925280303747,0.22,0.11140675975420422,0.3666666666666667,0.1459239279009955
48,9.514941508349366e-06,0.000463135938725162,27.266157064791983,1.0967397545411295,0.01,0.007737056144690832,0.1,0.03815724123035829,0.15,0.05159512839112576,0.34333333333333327,0.09318718758280385
49,9.468766764708001e-06,0.00047260470548987,26.47327658766821,1.0698065894324371,0.09,0.0702191153785041,0.1433333333333333,0.08856434341404607,0.25666666666666665,0.12012949265299903,0.3833333333333333,0.1504321520729965
50,9.35812929534911e-06,0.0004819628347852191,25.6763753732249,1.054584218909133,0.11666666666666665,0.07368728634465314,0.18333333333333332,0.09655854999839444,0.23733333333333334,0.11323773848099933,0.3406666666666666,0.13405370020017882
